shipment_id,order_id,ship_date,expected_delivery_date,actual_delivery_date,carrier,shipping_cost
10634,10634,2024-06-07,2024-06-11,2024-06-11,Carrier D,56.01
10635,10635,2024-06-06,2024-06-08,2024-06-08,Carrier B,54.63
10636,10636,2024-06-05,2024-06-13,2024-06-13,Carrier B,61.2
10637,10637,2024-06-05,2024-06-08,2024-06-13,Carrier B,19.54
10638,10638,2024-06-07,2024-06-11,2024-06-11,Carrier D,21.13
10639,10639,2024-06-07,2024-06-10,2024-06-10,Carrier A,34.76
10640,10640,2024-06-07,2024-06-09,2024-06-09,Carrier A,7.38
10641,10641,2024-06-07,2024-06-10,2024-06-10,Carrier C,53.56
10642,10642,2024-06-06,2024-06-12,2024-06-12,Carrier D,24.27
10643,10643,2024-06-05,2024-06-09,2024-06-09,Carrier A,17.28
10644,10644,2024-06-06,2024-06-11,2024-06-12,Carrier A,11.78
10645,10645,2024-06-06,2024-06-12,2024-06-19,Carrier C,25.99
10646,10646,2024-06-07,2024-06-08,2024-06-08,Carrier C,49.75
10647,10647,2024-06-07,2024-06-09,2024-06-09,Carrier B,72.37
10648,10648,2024-06-07,2024-06-12,2024-06-12,Carrier C,70.71
10649,10649,2024-06-05,2024-06-10,2024-06-11,Carrier B,14.55
10650,10650,2024-06-05,2024-06-08,2024-06-10,Carrier D,22.75
10651,10651,2024-06-06,2024-06-13,2024-06-12,Carrier A,33.99
10652,10652,2024-06-07,2024-06-13,2024-06-13,Carrier D,70.85
10653,10653,2024-06-07,2024-06-12,2024-06-12,Carrier A,41.06
10654,10654,2024-06-05,2024-06-10,2024-06-10,Carrier B,52.03
10655,10655,2024-06-06,2024-06-11,2024-06-11,Carrier C,35.67
10656,10656,2024-06-05,2024-06-11,2024-06-09,Carrier A,57.95
10657,10657,2024-06-06,2024-06-10,2024-06-12,Carrier B,48.75
10658,10658,2024-06-06,2024-06-13,2024-06-13,Carrier D,8.07
10659,10659,2024-06-06,2024-06-12,2024-06-12,Carrier D,18.03
10660,10660,2024-06-07,2024-06-10,2024-06-11,Carrier B,18.21
10661,10661,2024-06-06,2024-06-09,2024-06-07,Carrier D,71.01
10662,10662,2024-06-05,2024-06-10,2024-06-10,Carrier A,70.47
10663,10663,2024-06-07,2024-06-09,2024-06-10,Carrier A,75.54
10664,10664,2024-06-06,2024-06-09,,Carrier D,30.5
10665,10665,2024-06-07,2024-06-10,2024-06-10,Carrier C,37.67
10666,10666,2024-06-06,2024-06-10,2024-06-10,Carrier B,23.26
10667,10667,2024-06-07,2024-06-10,2024-06-11,Carrier C,21.85
10668,10668,2024-06-06,2024-06-12,2024-06-12,Carrier D,12.18
10669,10669,2024-06-07,2024-06-13,2024-06-13,Carrier B,42.53
10670,10670,2024-06-08,2024-06-10,2024-06-10,Carrier B,18.0
10671,10671,2024-06-06,2024-06-09,2024-06-10,Carrier B,34.47
10672,10672,2024-06-08,2024-06-10,2024-06-15,Carrier A,6.95
10673,10673,2024-06-06,2024-06-10,2024-06-10,Carrier B,66.19
10674,10674,2024-06-06,2024-06-10,2024-06-10,Carrier A,54.13
10675,10675,2024-06-06,2024-06-13,2024-06-13,Carrier B,59.39
10676,10676,2024-06-06,2024-06-11,,Carrier A,76.89
10677,10677,2024-06-06,2024-06-14,2024-06-14,Carrier D,36.76
10678,10678,2024-06-08,2024-06-12,2024-06-14,Carrier B,34.71
10679,10679,2024-06-07,2024-06-10,2024-06-12,Carrier C,57.36
10680,10680,2024-06-07,2024-06-13,2024-06-13,Carrier D,26.29
10681,10681,2024-06-06,2024-06-12,,Carrier A,24.56
10682,10682,2024-06-06,2024-06-10,2024-06-10,Carrier B,76.22
10683,10683,2024-06-06,2024-06-10,2024-06-10,Carrier A,37.7
10684,10684,2024-06-06,2024-06-13,2024-06-13,Carrier C,26.72
10685,10685,2024-06-06,2024-06-13,2024-06-16,Carrier B,57.13
10686,10686,2024-06-06,2024-06-13,2024-06-13,Carrier B,68.15
10687,10687,2024-06-06,2024-06-09,2024-06-09,Carrier C,65.32
10688,10688,2024-06-08,2024-06-10,2024-06-10,Carrier A,80.49
10689,10689,2024-06-07,2024-06-09,2024-06-09,Carrier A,25.5
10690,10690,2024-06-07,2024-06-13,2024-06-14,Carrier C,36.74
10691,10691,2024-06-08,2024-06-12,2024-06-12,Carrier D,66.97
10692,10692,2024-06-07,2024-06-09,2024-06-09,Carrier B,13.05
10693,10693,2024-06-06,2024-06-12,2024-06-12,Carrier B,14.58
10694,10694,2024-06-08,2024-06-11,2024-06-11,Carrier A,21.21
10695,10695,2024-06-08,2024-06-09,2024-06-09,Carrier C,8.54
10696,10696,2024-06-06,2024-06-10,2024-06-10,Carrier C,64.71
10697,10697,2024-06-08,2024-06-10,,Carrier C,58.74
10698,10698,2024-06-08,2024-06-13,,Carrier C,20.04
10699,10699,2024-06-07,2024-06-12,2024-06-14,Carrier B,67.76
10700,10700,2024-06-08,2024-06-09,2024-06-09,Carrier D,51.68
10701,10701,2024-06-06,2024-06-10,2024-06-08,Carrier C,71.23
10702,10702,2024-06-07,2024-06-09,2024-06-09,Carrier C,11.14
10703,10703,2024-06-08,2024-06-10,2024-06-10,Carrier B,62.17
10704,10704,2024-06-08,2024-06-11,2024-06-11,Carrier D,20.71
10705,10705,2024-06-08,2024-06-09,2024-06-09,Carrier D,57.31
10706,10706,2024-06-07,2024-06-14,2024-06-14,Carrier B,44.14
10707,10707,2024-06-07,2024-06-13,2024-06-13,Carrier A,29.96
10708,10708,2024-06-07,2024-06-12,2024-06-17,Carrier C,65.38
10709,10709,2024-06-06,2024-06-11,2024-06-11,Carrier B,51.7
10710,10710,2024-06-06,2024-06-10,2024-06-12,Carrier B,53.2
10711,10711,2024-06-06,2024-06-12,2024-06-12,Carrier B,72.23
10712,10712,2024-06-08,2024-06-14,2024-06-14,Carrier C,60.86
10713,10713,2024-06-08,2024-06-09,2024-06-09,Carrier C,79.15
10714,10714,2024-06-07,2024-06-13,2024-06-13,Carrier A,49.41
10715,10715,2024-06-08,2024-06-13,2024-06-13,Carrier A,46.85
10716,10716,2024-06-08,2024-06-12,2024-06-12,Carrier C,16.0
10717,10717,2024-06-06,2024-06-11,2024-06-13,Carrier B,53.67
10718,10718,2024-06-07,2024-06-12,2024-06-12,Carrier B,71.5
10719,10719,2024-06-07,2024-06-14,2024-06-14,Carrier A,53.52
10720,10720,2024-06-08,2024-06-14,2024-06-21,Carrier B,82.84
10721,10721,2024-06-06,2024-06-13,2024-06-13,Carrier A,30.47
10722,10722,2024-06-08,2024-06-13,2024-06-13,Carrier A,5.18
10723,10723,2024-06-08,2024-06-10,2024-06-10,Carrier D,49.85
10724,10724,2024-06-06,2024-06-12,2024-06-14,Carrier D,79.52
10725,10725,2024-06-07,2024-06-12,2024-06-12,Carrier D,45.99
10726,10726,2024-06-06,2024-06-12,2024-06-12,Carrier B,21.63
10727,10727,2024-06-08,2024-06-11,2024-06-11,Carrier B,57.73
10728,10728,2024-06-08,2024-06-09,2024-06-10,Carrier B,40.36
10729,10729,2024-06-08,2024-06-13,2024-06-15,Carrier A,71.77
10730,10730,2024-06-07,2024-06-09,2024-06-09,Carrier C,45.21
10731,10731,2024-06-07,2024-06-09,2024-06-12,Carrier C,37.56
10732,10732,2024-06-07,2024-06-14,2024-06-14,Carrier C,14.21
10733,10733,2024-06-08,2024-06-10,,Carrier A,64.48
10734,10734,2024-06-08,2024-06-14,2024-06-14,Carrier D,28.76
10735,10735,2024-06-07,2024-06-11,2024-06-12,Carrier D,28.65
10736,10736,2024-06-09,2024-06-15,2024-06-15,Carrier B,49.99
10737,10737,2024-06-08,2024-06-14,2024-06-14,Carrier C,72.81
10738,10738,2024-06-09,2024-06-12,2024-06-12,Carrier B,29.55
10739,10739,2024-06-08,2024-06-12,2024-06-11,Carrier A,41.94
10740,10740,2024-06-07,2024-06-14,2024-06-14,Carrier B,6.11
10741,10741,2024-06-09,2024-06-11,2024-06-10,Carrier D,76.61
10742,10742,2024-06-08,2024-06-11,2024-06-11,Carrier D,7.26
10743,10743,2024-06-09,2024-06-13,2024-06-12,Carrier C,13.2
10744,10744,2024-06-07,2024-06-14,2024-06-15,Carrier A,41.61
10745,10745,2024-06-08,2024-06-15,2024-06-15,Carrier B,82.63
10746,10746,2024-06-07,2024-06-14,,Carrier C,10.14
10747,10747,2024-06-08,2024-06-13,2024-06-18,Carrier B,76.92
10748,10748,2024-06-08,2024-06-12,2024-06-14,Carrier D,46.66
10749,10749,2024-06-09,2024-06-14,2024-06-15,Carrier A,30.11
10750,10750,2024-06-07,2024-06-12,2024-06-14,Carrier C,59.87
10751,10751,2024-06-09,2024-06-13,2024-06-13,Carrier B,44.0
10752,10752,2024-06-09,2024-06-11,2024-06-12,Carrier B,58.8
10753,10753,2024-06-07,2024-06-10,2024-06-10,Carrier A,37.09
10754,10754,2024-06-08,2024-06-15,2024-06-15,Carrier C,54.55
10755,10755,2024-06-07,2024-06-11,2024-06-11,Carrier D,9.56
10756,10756,2024-06-08,2024-06-13,2024-06-20,Carrier B,80.04
10757,10757,2024-06-08,2024-06-13,2024-06-16,Carrier C,48.09
10758,10758,2024-06-07,2024-06-10,2024-06-10,Carrier B,66.62
10759,10759,2024-06-09,2024-06-11,2024-06-11,Carrier C,44.9
10760,10760,2024-06-09,2024-06-14,2024-06-14,Carrier A,28.93
10761,10761,2024-06-07,2024-06-12,,Carrier D,59.12
10762,10762,2024-06-07,2024-06-11,2024-06-11,Carrier A,82.59
10763,10763,2024-06-09,2024-06-11,2024-06-11,Carrier A,52.2
10764,10764,2024-06-08,2024-06-13,2024-06-13,Carrier D,73.21
10765,10765,2024-06-08,2024-06-12,2024-06-12,Carrier D,18.19
10766,10766,2024-06-09,2024-06-13,2024-06-13,Carrier A,33.38
10767,10767,2024-06-07,2024-06-12,,Carrier D,7.54
10768,10768,2024-06-09,2024-06-11,2024-06-13,Carrier B,35.47
10769,10769,2024-06-09,2024-06-12,2024-06-11,Carrier B,53.97
10770,10770,2024-06-07,2024-06-12,2024-06-14,Carrier A,46.21
10771,10771,2024-06-07,2024-06-12,2024-06-13,Carrier C,58.17
10772,10772,2024-06-08,2024-06-15,2024-06-15,Carrier D,51.36
10773,10773,2024-06-08,2024-06-14,2024-06-14,Carrier A,16.56
10774,10774,2024-06-09,2024-06-13,2024-06-15,Carrier B,27.74
10775,10775,2024-06-09,2024-06-10,2024-06-10,Carrier D,55.62
10776,10776,2024-06-07,2024-06-13,2024-06-20,Carrier A,58.57
10777,10777,2024-06-09,2024-06-11,2024-06-11,Carrier D,42.42
10778,10778,2024-06-08,2024-06-14,2024-06-17,Carrier B,49.52
10779,10779,2024-06-09,2024-06-10,2024-06-10,Carrier B,41.83
10780,10780,2024-06-07,2024-06-13,2024-06-18,Carrier B,59.75
10781,10781,2024-06-09,2024-06-12,2024-06-10,Carrier D,35.82
10782,10782,2024-06-08,2024-06-14,2024-06-19,Carrier D,20.08
10783,10783,2024-06-07,2024-06-13,2024-06-14,Carrier B,9.96
10784,10784,2024-06-09,2024-06-13,2024-06-13,Carrier D,36.83
10785,10785,2024-06-08,2024-06-12,2024-06-12,Carrier D,9.06
10786,10786,2024-06-07,2024-06-10,2024-06-13,Carrier B,82.67
10787,10787,2024-06-07,2024-06-10,2024-06-17,Carrier D,80.23
10788,10788,2024-06-09,2024-06-13,2024-06-13,Carrier A,79.53
10789,10789,2024-06-09,2024-06-12,2024-06-12,Carrier A,57.55
10790,10790,2024-06-07,2024-06-12,2024-06-19,Carrier B,12.5
10791,10791,2024-06-07,2024-06-12,2024-06-12,Carrier A,21.01
10792,10792,2024-06-09,2024-06-13,2024-06-13,Carrier A,14.1
10793,10793,2024-06-09,2024-06-13,2024-06-13,Carrier B,32.03
10794,10794,2024-06-09,2024-06-11,2024-06-12,Carrier C,12.58
10795,10795,2024-06-08,2024-06-10,2024-06-09,Carrier C,21.4
10796,10796,2024-06-09,2024-06-13,2024-06-13,Carrier C,62.67
10797,10797,2024-06-09,2024-06-10,2024-06-13,Carrier A,22.11
10798,10798,2024-06-08,2024-06-12,2024-06-12,Carrier A,41.34
10799,10799,2024-06-09,2024-06-11,2024-06-11,Carrier C,70.87
10800,10800,2024-06-09,2024-06-11,2024-06-12,Carrier A,62.39
10801,10801,2024-06-08,2024-06-14,2024-06-14,Carrier A,38.18
10802,10802,2024-06-07,2024-06-12,2024-06-17,Carrier D,28.3
10803,10803,2024-06-09,2024-06-10,2024-06-10,Carrier C,6.67
10804,10804,2024-06-09,2024-06-14,2024-06-14,Carrier A,35.44
10805,10805,2024-06-08,2024-06-11,,Carrier B,60.01
10806,10806,2024-06-08,2024-06-15,2024-06-20,Carrier A,66.8
10807,10807,2024-06-09,2024-06-11,2024-06-11,Carrier C,73.73
10808,10808,2024-06-10,2024-06-13,2024-06-13,Carrier C,84.41
10809,10809,2024-06-08,2024-06-13,2024-06-13,Carrier A,39.09
10810,10810,2024-06-09,2024-06-11,2024-06-16,Carrier B,35.59
10811,10811,2024-06-10,2024-06-11,2024-06-11,Carrier C,44.02
10812,10812,2024-06-09,2024-06-13,2024-06-13,Carrier B,51.33
10813,10813,2024-06-08,2024-06-13,2024-06-14,Carrier C,47.25
10814,10814,2024-06-08,2024-06-16,2024-06-16,Carrier C,19.12
10815,10815,2024-06-09,2024-06-14,2024-06-15,Carrier A,61.22
10816,10816,2024-06-10,2024-06-12,2024-06-12,Carrier B,12.4
10817,10817,2024-06-09,2024-06-12,2024-06-12,Carrier C,82.18
10818,10818,2024-06-09,2024-06-11,2024-06-11,Carrier B,38.44
10819,10819,2024-06-08,2024-06-16,2024-06-19,Carrier D,50.18
10820,10820,2024-06-08,2024-06-15,2024-06-15,Carrier A,24.75
10821,10821,2024-06-10,2024-06-13,2024-06-13,Carrier C,50.83
10822,10822,2024-06-08,2024-06-13,2024-06-13,Carrier A,59.34
10823,10823,2024-06-10,2024-06-15,2024-06-13,Carrier B,20.21
10824,10824,2024-06-09,2024-06-11,2024-06-16,Carrier A,68.81
10825,10825,2024-06-09,2024-06-16,2024-06-16,Carrier A,77.51
10826,10826,2024-06-09,2024-06-12,2024-06-12,Carrier B,16.69
10827,10827,2024-06-09,2024-06-15,2024-06-15,Carrier D,39.19
10828,10828,2024-06-09,2024-06-11,2024-06-11,Carrier B,73.34
10829,10829,2024-06-08,2024-06-16,2024-06-16,Carrier C,36.09
10830,10830,2024-06-08,2024-06-16,2024-06-18,Carrier A,16.34
10831,10831,2024-06-10,2024-06-13,2024-06-13,Carrier B,21.03
10832,10832,2024-06-09,2024-06-15,2024-06-15,Carrier C,52.06
10833,10833,2024-06-09,2024-06-15,2024-06-14,Carrier D,26.45
10834,10834,2024-06-08,2024-06-12,2024-06-12,Carrier B,22.95
10835,10835,2024-06-08,2024-06-15,2024-06-15,Carrier B,44.2
10836,10836,2024-06-08,2024-06-13,2024-06-15,Carrier D,19.71
10837,10837,2024-06-10,2024-06-11,2024-06-11,Carrier B,60.11
10838,10838,2024-06-08,2024-06-14,2024-06-14,Carrier A,80.83
10839,10839,2024-06-09,2024-06-14,2024-06-16,Carrier A,42.77
10840,10840,2024-06-09,2024-06-15,2024-06-17,Carrier A,26.59
10841,10841,2024-06-10,2024-06-12,,Carrier C,64.22
10842,10842,2024-06-09,2024-06-13,2024-06-20,Carrier B,32.95
10843,10843,2024-06-08,2024-06-12,2024-06-15,Carrier C,73.75
10844,10844,2024-06-08,2024-06-12,2024-06-12,Carrier A,78.9
10845,10845,2024-06-08,2024-06-11,2024-06-11,Carrier D,58.45
10846,10846,2024-06-08,2024-06-16,2024-06-16,Carrier A,75.16
10847,10847,2024-06-08,2024-06-11,2024-06-11,Carrier D,22.51
10848,10848,2024-06-10,2024-06-13,2024-06-13,Carrier A,41.9
10849,10849,2024-06-10,2024-06-11,,Carrier A,73.82
10850,10850,2024-06-09,2024-06-13,2024-06-13,Carrier B,20.51
10851,10851,2024-06-10,2024-06-15,2024-06-13,Carrier D,18.63
10852,10852,2024-06-10,2024-06-16,2024-06-16,Carrier B,54.04
10853,10853,2024-06-10,2024-06-12,2024-06-15,Carrier B,24.48
10854,10854,2024-06-08,2024-06-13,2024-06-13,Carrier C,51.38
10855,10855,2024-06-09,2024-06-15,2024-06-15,Carrier A,69.77
10856,10856,2024-06-10,2024-06-15,2024-06-15,Carrier C,7.63
10857,10857,2024-06-08,2024-06-14,2024-06-14,Carrier A,34.33
10858,10858,2024-06-10,2024-06-13,2024-06-13,Carrier C,6.39
10859,10859,2024-06-10,2024-06-12,2024-06-12,Carrier B,11.37
10860,10860,2024-06-08,2024-06-13,2024-06-15,Carrier D,80.68
10861,10861,2024-06-08,2024-06-11,2024-06-14,Carrier D,77.67
10862,10862,2024-06-09,2024-06-11,2024-06-11,Carrier C,7.14
10863,10863,2024-06-09,2024-06-12,2024-06-17,Carrier A,47.56
10864,10864,2024-06-09,2024-06-14,2024-06-12,Carrier C,35.87
10865,10865,2024-06-10,2024-06-12,2024-06-12,Carrier C,59.84
10866,10866,2024-06-08,2024-06-16,,Carrier A,72.21
10867,10867,2024-06-08,2024-06-12,2024-06-12,Carrier A,23.36
10868,10868,2024-06-09,2024-06-12,2024-06-12,Carrier B,32.68
10869,10869,2024-06-10,2024-06-14,2024-06-14,Carrier B,29.17
10870,10870,2024-06-10,2024-06-13,2024-06-15,Carrier C,16.68
10871,10871,2024-06-10,2024-06-11,2024-06-11,Carrier C,11.1
10872,10872,2024-06-08,2024-06-11,2024-06-13,Carrier A,27.04
10873,10873,2024-06-08,2024-06-15,2024-06-15,Carrier C,39.29
10874,10874,2024-06-08,2024-06-15,2024-06-17,Carrier A,80.32
10875,10875,2024-06-09,2024-06-15,2024-06-16,Carrier D,10.39
10876,10876,2024-06-09,2024-06-13,2024-06-18,Carrier D,22.05
10877,10877,2024-06-08,2024-06-15,2024-06-16,Carrier A,6.03
10878,10878,2024-06-09,2024-06-13,2024-06-13,Carrier D,10.69
10879,10879,2024-06-10,2024-06-14,2024-06-14,Carrier A,37.02
10880,10880,2024-06-10,2024-06-17,2024-06-17,Carrier C,78.26
10881,10881,2024-06-09,2024-06-15,2024-06-15,Carrier B,40.98
10882,10882,2024-06-10,2024-06-13,,Carrier A,62.62
10883,10883,2024-06-10,2024-06-13,2024-06-13,Carrier C,42.84
10884,10884,2024-06-10,2024-06-15,2024-06-15,Carrier A,40.45
10885,10885,2024-06-11,2024-06-17,2024-06-17,Carrier C,62.76
10886,10886,2024-06-10,2024-06-14,2024-06-16,Carrier C,10.1
10887,10887,2024-06-09,2024-06-13,2024-06-13,Carrier B,30.64
10888,10888,2024-06-11,2024-06-17,2024-06-17,Carrier C,79.22
10889,10889,2024-06-10,2024-06-16,2024-06-16,Carrier D,75.13
10890,10890,2024-06-11,2024-06-17,2024-06-17,Carrier C,46.52
10891,10891,2024-06-09,2024-06-12,2024-06-11,Carrier A,9.07
10892,10892,2024-06-09,2024-06-14,2024-06-14,Carrier A,11.04
10893,10893,2024-06-09,2024-06-17,2024-06-17,Carrier A,66.08
10894,10894,2024-06-09,2024-06-14,2024-06-14,Carrier A,12.91
10895,10895,2024-06-11,2024-06-12,2024-06-12,Carrier C,44.33
10896,10896,2024-06-09,2024-06-13,2024-06-13,Carrier C,81.42
10897,10897,2024-06-09,2024-06-12,2024-06-13,Carrier C,73.56
10898,10898,2024-06-11,2024-06-17,2024-06-17,Carrier C,50.89
10899,10899,2024-06-11,2024-06-14,2024-06-17,Carrier D,61.08
10900,10900,2024-06-11,2024-06-12,2024-06-15,Carrier D,43.02
10901,10901,2024-06-11,2024-06-15,2024-06-15,Carrier A,48.17
10902,10902,2024-06-10,2024-06-14,2024-06-14,Carrier D,10.52
10903,10903,2024-06-10,2024-06-17,2024-06-17,Carrier C,17.37
10904,10904,2024-06-11,2024-06-16,2024-06-16,Carrier B,19.85
10905,10905,2024-06-09,2024-06-14,2024-06-14,Carrier D,75.25
10906,10906,2024-06-09,2024-06-13,2024-06-13,Carrier D,81.81
10907,10907,2024-06-10,2024-06-17,2024-06-17,Carrier B,45.86
10908,10908,2024-06-11,2024-06-15,2024-06-20,Carrier A,84.49
10909,10909,2024-06-09,2024-06-12,2024-06-12,Carrier B,47.37
10910,10910,2024-06-11,2024-06-14,2024-06-13,Carrier D,59.33
10911,10911,2024-06-09,2024-06-14,2024-06-14,Carrier C,81.71
10912,10912,2024-06-11,2024-06-12,,Carrier C,45.03
10913,10913,2024-06-09,2024-06-17,2024-06-17,Carrier B,72.77
10914,10914,2024-06-10,2024-06-17,2024-06-17,Carrier B,68.71
10915,10915,2024-06-11,2024-06-12,2024-06-14,Carrier B,17.68
10916,10916,2024-06-10,2024-06-16,2024-06-16,Carrier B,65.83
10917,10917,2024-06-09,2024-06-12,2024-06-12,Carrier C,25.71
10918,10918,2024-06-11,2024-06-16,2024-06-18,Carrier C,70.09
10919,10919,2024-06-11,2024-06-15,2024-06-15,Carrier A,48.28
10920,10920,2024-06-10,2024-06-17,2024-06-18,Carrier D,68.35
10921,10921,2024-06-10,2024-06-14,2024-06-13,Carrier A,21.55
10922,10922,2024-06-10,2024-06-13,2024-06-13,Carrier D,33.82
10923,10923,2024-06-10,2024-06-13,2024-06-15,Carrier C,9.62
10924,10924,2024-06-11,2024-06-13,2024-06-13,Carrier C,57.55
10925,10925,2024-06-11,2024-06-16,2024-06-21,Carrier A,72.35
10926,10926,2024-06-10,2024-06-15,2024-06-20,Carrier B,39.14
10927,10927,2024-06-10,2024-06-12,2024-06-12,Carrier A,24.98
10928,10928,2024-06-10,2024-06-16,2024-06-16,Carrier A,65.99
10929,10929,2024-06-10,2024-06-13,2024-06-13,Carrier B,57.2
10930,10930,2024-06-09,2024-06-15,2024-06-17,Carrier D,7.4
10931,10931,2024-06-11,2024-06-17,2024-06-17,Carrier C,16.41
10932,10932,2024-06-09,2024-06-14,2024-06-14,Carrier C,76.75
10933,10933,2024-06-10,2024-06-14,2024-06-14,Carrier A,57.14
10934,10934,2024-06-10,2024-06-13,2024-06-15,Carrier C,76.03
10935,10935,2024-06-11,2024-06-16,2024-06-18,Carrier C,46.09
10936,10936,2024-06-10,2024-06-16,2024-06-18,Carrier B,20.41
10937,10937,2024-06-10,2024-06-14,2024-06-14,Carrier A,54.5
10938,10938,2024-06-11,2024-06-12,2024-06-15,Carrier C,81.71
10939,10939,2024-06-11,2024-06-17,2024-06-17,Carrier B,9.07
10940,10940,2024-06-10,2024-06-16,2024-06-16,Carrier C,52.47
10941,10941,2024-06-11,2024-06-13,,Carrier D,9.27
10942,10942,2024-06-11,2024-06-16,2024-06-16,Carrier A,35.72
10943,10943,2024-06-10,2024-06-15,2024-06-16,Carrier B,52.19
10944,10944,2024-06-09,2024-06-14,2024-06-15,Carrier B,73.42
10945,10945,2024-06-10,2024-06-17,2024-06-18,Carrier C,48.32
10946,10946,2024-06-12,2024-06-14,2024-06-14,Carrier D,16.45
10947,10947,2024-06-12,2024-06-15,2024-06-18,Carrier C,24.43
10948,10948,2024-06-10,2024-06-17,2024-06-17,Carrier C,68.53
10949,10949,2024-06-12,2024-06-15,2024-06-17,Carrier B,74.64
10950,10950,2024-06-10,2024-06-13,2024-06-18,Carrier B,59.9
10951,10951,2024-06-12,2024-06-18,2024-06-20,Carrier D,13.8
10952,10952,2024-06-12,2024-06-13,,Carrier B,63.66
10953,10953,2024-06-10,2024-06-16,2024-06-16,Carrier D,40.83
10954,10954,2024-06-11,2024-06-13,2024-06-13,Carrier A,63.58
10955,10955,2024-06-10,2024-06-16,,Carrier C,6.3
10956,10956,2024-06-10,2024-06-18,2024-06-18,Carrier D,29.41
10957,10957,2024-06-12,2024-06-15,,Carrier D,59.14
10958,10958,2024-06-12,2024-06-15,2024-06-15,Carrier C,34.77
10959,10959,2024-06-10,2024-06-17,2024-06-17,Carrier B,53.75
10960,10960,2024-06-11,2024-06-16,2024-06-16,Carrier A,74.24
10961,10961,2024-06-11,2024-06-15,2024-06-15,Carrier A,33.75
10962,10962,2024-06-12,2024-06-13,2024-06-13,Carrier A,59.71
10963,10963,2024-06-10,2024-06-13,2024-06-13,Carrier C,17.07
10964,10964,2024-06-12,2024-06-15,2024-06-15,Carrier D,78.39
10965,10965,2024-06-10,2024-06-15,2024-06-15,Carrier C,27.42
10966,10966,2024-06-10,2024-06-14,2024-06-14,Carrier B,79.88
10967,10967,2024-06-12,2024-06-18,2024-06-18,Carrier C,84.79
10968,10968,2024-06-11,2024-06-15,2024-06-15,Carrier C,45.25
10969,10969,2024-06-12,2024-06-14,,Carrier B,83.88
10970,10970,2024-06-11,2024-06-18,2024-06-18,Carrier B,77.9
10971,10971,2024-06-10,2024-06-13,2024-06-14,Carrier D,6.06
10972,10972,2024-06-10,2024-06-15,,Carrier C,9.05
10973,10973,2024-06-12,2024-06-15,2024-06-15,Carrier B,12.4
10974,10974,2024-06-11,2024-06-15,2024-06-13,Carrier D,65.14
10975,10975,2024-06-12,2024-06-16,2024-06-16,Carrier D,52.53
10976,10976,2024-06-11,2024-06-17,,Carrier C,6.87
10977,10977,2024-06-10,2024-06-18,2024-06-18,Carrier D,34.05
10978,10978,2024-06-11,2024-06-15,2024-06-16,Carrier A,68.83
10979,10979,2024-06-12,2024-06-14,2024-06-14,Carrier D,83.06
10980,10980,2024-06-11,2024-06-16,2024-06-21,Carrier C,27.35
10981,10981,2024-06-11,2024-06-17,2024-06-20,Carrier A,6.2
10982,10982,2024-06-11,2024-06-15,,Carrier A,24.34
10983,10983,2024-06-10,2024-06-15,2024-06-16,Carrier A,24.87
10984,10984,2024-06-10,2024-06-14,2024-06-14,Carrier C,82.18
10985,10985,2024-06-11,2024-06-17,,Carrier A,30.96
10986,10986,2024-06-10,2024-06-18,2024-06-25,Carrier D,56.4
10987,10987,2024-06-11,2024-06-16,2024-06-16,Carrier A,73.21
10988,10988,2024-06-12,2024-06-18,2024-06-18,Carrier D,62.03
10989,10989,2024-06-12,2024-06-18,2024-06-18,Carrier C,45.66
10990,10990,2024-06-10,2024-06-18,2024-06-18,Carrier C,7.64
10991,10991,2024-06-11,2024-06-13,2024-06-13,Carrier B,46.15
10992,10992,2024-06-10,2024-06-13,2024-06-13,Carrier B,17.33
10993,10993,2024-06-10,2024-06-18,2024-06-17,Carrier D,47.34
10994,10994,2024-06-11,2024-06-13,2024-06-18,Carrier C,42.49
10995,10995,2024-06-12,2024-06-18,2024-06-18,Carrier D,18.07
10996,10996,2024-06-12,2024-06-13,2024-06-15,Carrier C,74.81
10997,10997,2024-06-11,2024-06-17,2024-06-17,Carrier C,81.51
10998,10998,2024-06-10,2024-06-14,2024-06-14,Carrier C,75.98
10999,10999,2024-06-11,2024-06-14,2024-06-13,Carrier C,29.14
11000,11000,2024-06-12,2024-06-16,2024-06-16,Carrier A,78.93
11001,11001,2024-06-10,2024-06-14,2024-06-14,Carrier D,28.99
